"ID";"REG1";"Event";"DIM";"Date";"Remark";"R";"T";"B";"Technician";"ET Donor Dam";"ET Donor Reg";
     93075 ;276001270693075 ;BESAMT     ; 338 ;19/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     93075 ;276001270693075 ;BESAMT     ; 376 ;27/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     93095 ;276001270693095 ;BESAMT     ;  86 ;20/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     93096 ;276001270693096 ;BESAMT     ;  71 ;05/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     93098 ;276001270693098 ;BESAMT     ;  81 ;14/10/24;LIENONME        ;O ; 5 ;- ;Stefan     278       ;;;
     93098 ;276001270693098 ;BESAMT     ; 102 ;04/11/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     93098 ;276001270693098 ;BESAMT     ; 123 ;25/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93098 ;276001270693098 ;BESAMT     ; 146 ;18/12/24;ZINGZANG        ;A ; 3 ;C ;Sjoerd     278       ;;;
     93111 ;276001270693111 ;BESAMT     ; 170 ;21/10/24;BRONTIDE        ;O ; 2 ;C ;S�ren      7         ;;;
     93111 ;276001270693111 ;BESAMT     ; 191 ;11/11/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     93111 ;276001270693111 ;BESAMT     ; 214 ;04/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     93111 ;276001270693111 ;BESAMT     ; 236 ;26/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     93113 ;276001270693113 ;BESAMT     ;  86 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     93117 ;276001270693117 ;BESAMT     ; 142 ;19/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93117 ;276001270693117 ;BESAMT     ; 146 ;23/10/24;SLAVIA          ;O ; 3 ;C ;Sjoerd     278       ;;;
     93117 ;276001270693117 ;BESAMT     ; 187 ;03/12/24;ZINGLER         ;O ; 3 ;C ;Sjoerd     278       ;;;
     93117 ;276001270693117 ;BESAMT     ; 210 ;26/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     93119 ;276001270693119 ;BESAMT     ;  58 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93119 ;276001270693119 ;BESAMT     ; 100 ;20/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     93130 ;276001270693130 ;BESAMT     ; 155 ;25/10/24;NIGHTBLU.B      ;R ; 4 ;O ;Annett     300       ;;;
     93130 ;276001270693130 ;BESAMT     ; 157 ;27/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     93130 ;276001270693130 ;BESAMT     ; 180 ;19/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     93130 ;276001270693130 ;BESAMT     ; 203 ;12/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     93165 ;276001270693165 ;BESAMT     ;  46 ;14/10/24;LIENONME        ;O ; 5 ;- ;Stefan     278       ;;;
     93165 ;276001270693165 ;BESAMT     ;  69 ;06/11/24;ORMSBEE         ;O ; 5 ;C ;Stefan     278       ;;;
     93165 ;276001270693165 ;BESAMT     ;  99 ;06/12/24;ZINGLER         ;O ; 4 ;C ;Annett     300       ;;;
     93168 ;276001270693168 ;BESAMT     ; 161 ;05/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93168 ;276001270693168 ;BESAMT     ; 200 ;13/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     93168 ;276001270693168 ;BESAMT     ; 213 ;26/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93168 ;276001270693168 ;BESAMT     ; 240 ;23/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     93172 ;276001270693172 ;BESAMT     ; 194 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     93172 ;276001270693172 ;BESAMT     ; 218 ;02/12/24;FIRELINK        ;P ; 3 ;C ;Sjoerd     278       ;;;
     93182 ;276001270693182 ;BESAMT     ; 134 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     93182 ;276001270693182 ;BESAMT     ; 155 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93182 ;276001270693182 ;BESAMT     ; 176 ;20/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     93185 ;276001270693185 ;BESAMT     ;  66 ;19/12/24;OPRY            ;O ; 4 ;C ;Annett     300       ;;;
     93188 ;276001270693188 ;BESAMT     ;  85 ;11/10/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     93188 ;276001270693188 ;BESAMT     ; 124 ;19/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93188 ;276001270693188 ;BESAMT     ; 162 ;27/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     93191 ;276001270693191 ;BESAMT     ; 143 ;20/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93191 ;276001270693191 ;BESAMT     ; 190 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93191 ;276001270693191 ;BESAMT     ; 212 ;28/12/24;SAMSON          ;P ; 3 ;C ;Sjoerd     278       ;;;
     93192 ;276001270693192 ;BESAMT     ;  83 ;25/10/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     93192 ;276001270693192 ;BESAMT     ; 125 ;06/12/24;ZINGLER         ;P ; 4 ;C ;Annett     300       ;;;
     93201 ;276001270693201 ;BESAMT     ;  63 ;02/11/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     93201 ;276001270693201 ;BESAMT     ;  74 ;13/11/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     93215 ;276001270693215 ;BESAMT     ; 111 ;18/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     93215 ;276001270693215 ;BESAMT     ; 134 ;10/11/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     93215 ;276001270693215 ;BESAMT     ; 155 ;01/12/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     93215 ;276001270693215 ;BESAMT     ; 181 ;27/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     93230 ;276001270693230 ;BESAMT     ;  82 ;20/12/24;SAMSON          ;P ; 4 ;O ;Annett     300       ;;;
     93234 ;276001270693234 ;BESAMT     ;  67 ;10/12/24;ZINGLER         ;O ; 4 ;C ;Annett     300       ;;;
     93234 ;276001270693234 ;BESAMT     ;  88 ;31/12/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     93235 ;276001270693235 ;BESAMT     ;  80 ;01/11/24;NIGHTBLU.B      ;- ; 3 ;C ;Sjoerd     278       ;;;
     93308 ;276001406193308 ;BESAMT     ; 152 ;02/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     93308 ;276001406193308 ;BESAMT     ; 200 ;19/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93308 ;276001406193308 ;BESAMT     ; 225 ;14/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     95002 ;276001405995002 ;BESAMT     ; 151 ;04/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     95002 ;276001405995002 ;BESAMT     ; 173 ;26/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     95002 ;276001405995002 ;BESAMT     ; 196 ;18/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     95002 ;276001405995002 ;BESAMT     ; 219 ;11/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     95002 ;276001405995002 ;BESAMT     ; 236 ;28/12/24;NIGHTBLU.B      ;A ; 3 ;C ;Sjoerd     278       ;;;
     95057 ;276001405495057 ;BESAMT     ;  64 ;12/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     95057 ;276001405495057 ;BESAMT     ; 112 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     95057 ;276001405495057 ;BESAMT     ; 134 ;21/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     95077 ;276001406095077 ;BESAMT     ;  86 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;O ;Anne       224       ;;;
     95089 ;276001406095089 ;BESAMT     ;  56 ;20/12/24;NIGHTBLU.B      ;R ; 3 ;O ;Sjoerd     278       ;;;
     95089 ;276001406095089 ;BESAMT     ;  58 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     95093 ;276001406095093 ;BESAMT     ;  66 ;19/12/24;SAMSON          ;O ; 3 ;C ;Sjoerd     278       ;;;
     95125 ;276001406095125 ;BESAMT     ; 165 ;08/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     95125 ;276001406095125 ;BESAMT     ; 190 ;02/11/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     95125 ;276001406095125 ;BESAMT     ; 213 ;25/11/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     95133 ;276001406095133 ;BESAMT     ; 255 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     95133 ;276001406095133 ;BESAMT     ; 279 ;04/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     95133 ;276001406095133 ;BESAMT     ; 318 ;13/12/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     95139 ;276001406095139 ;BESAMT     ; 192 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     95139 ;276001406095139 ;BESAMT     ; 234 ;20/12/24;NIGHTBLU.B      ;P ; 3 ;O ;Sjoerd     278       ;;;
     95155 ;276001406095155 ;BESAMT     ;  94 ;20/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     95192 ;276001406095192 ;BESAMT     ;  85 ;13/11/24;RIVARIDG        ;O ; 4 ;C ;Annett     300       ;;;
     95192 ;276001406095192 ;BESAMT     ;  88 ;16/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     95192 ;276001406095192 ;BESAMT     ; 110 ;08/12/24;ZINGLER         ;O ; 3 ;C ;Sjoerd     278       ;;;
     95321 ;276001405495321 ;BESAMT     ;  57 ;17/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     95321 ;276001405495321 ;BESAMT     ; 101 ;31/12/24;NIGHTBLU        ;O ; 5 ;C ;Stefan     278       ;;;
     95440 ;276001405495440 ;BESAMT     ; 236 ;08/10/24;NIGHTBLU.B      ;A ; 2 ;C ;S�ren      7         ;;;
     95448 ;276001405495448 ;BESAMT     ; 142 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     95448 ;276001405495448 ;BESAMT     ; 166 ;30/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     96481 ;276001404696481 ;BESAMT     ; 166 ;01/11/24;SLAVIA          ;O ; 4 ;O ;Annett     300       ;;;
     96481 ;276001404696481 ;BESAMT     ; 193 ;28/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     96481 ;276001404696481 ;BESAMT     ; 205 ;10/12/24;NIGHTBLU.B      ;R ; 4 ;C ;Annett     300       ;;;
     96481 ;276001404696481 ;BESAMT     ; 207 ;12/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     98352 ;276001405598352 ;BESAMT     ;  59 ;21/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     98381 ;276001405598381 ;BESAMT     ;  59 ;11/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     98381 ;276001405598381 ;BESAMT     ;  78 ;30/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     98381 ;276001405598381 ;BESAMT     ; 122 ;13/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     98394 ;276001405598394 ;BESAMT     ; 227 ;02/10/24;NIGHTBLU.B      ;C ; 3 ;C ;Sjoerd     278       ;;;
     98398 ;276001405598398 ;BESAMT     ;  75 ;19/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     98398 ;276001405598398 ;BESAMT     ; 103 ;17/12/24;OPRY            ;O ; 5 ;C ;Stefan     278       ;;;
     98403 ;276001406398403 ;BESAMT     ; 236 ;07/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     98403 ;276001406398403 ;BESAMT     ; 277 ;17/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     98403 ;276001406398403 ;BESAMT     ; 317 ;27/12/24;NIGHTBLU.B      ;P ; 2 ;C ;S�ren      7         ;;;
     98404 ;276001405598404 ;BESAMT     ; 279 ;08/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     98404 ;276001405598404 ;BESAMT     ; 317 ;15/11/24;NIGHTBLU.B      ;R ; 2 ;C ;S�ren      7         ;;;
     98404 ;276001405598404 ;BESAMT     ; 319 ;17/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     98404 ;276001405598404 ;BESAMT     ; 330 ;28/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     98404 ;276001405598404 ;BESAMT     ; 348 ;16/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     98405 ;276001406398405 ;BESAMT     ;  50 ;07/11/24;RIVARIDG        ;O ; 2 ;G ;S�ren      7         ;;;
     98405 ;276001406398405 ;BESAMT     ;  94 ;21/12/24;RIVARIDG        ;O ; 4 ;C ;Annett     300       ;;;
     98435 ;276001405598435 ;BESAMT     ;  64 ;23/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     98435 ;276001405598435 ;BESAMT     ;  96 ;24/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     98435 ;276001405598435 ;BESAMT     ; 125 ;23/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     98486 ;276001406398486 ;BESAMT     ; 126 ;11/10/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     98486 ;276001406398486 ;BESAMT     ; 149 ;03/11/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     98486 ;276001406398486 ;BESAMT     ; 171 ;25/11/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     98528 ;276001406398528 ;BESAMT     ; 406 ;22/10/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     98528 ;276001406398528 ;BESAMT     ; 432 ;17/11/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     98544 ;276001406398544 ;BESAMT     ;  86 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     98544 ;276001406398544 ;BESAMT     ; 108 ;28/12/24;SAMSON          ;P ; 3 ;C ;Sjoerd     278       ;;;
     98549 ;276001406398549 ;BESAMT     ;  69 ;07/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     98549 ;276001406398549 ;BESAMT     ;  73 ;11/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     98549 ;276001406398549 ;BESAMT     ; 119 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     98551 ;276001406398551 ;BESAMT     ;  54 ;17/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     99162 ;276001405699162 ;BESAMT     ; 264 ;03/10/24;NIGHTBLU        ;O ; 2 ;C ;S�ren      7         ;;;
     99162 ;276001405699162 ;BESAMT     ; 272 ;11/10/24;NIGHTBLU.B      ;- ; 2 ;C ;S�ren      7         ;;;
     99188 ;276001405699188 ;BESAMT     ; 336 ;22/11/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
    314294 ;276001406314294 ;BESAMT     ;  85 ;25/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
    314294 ;276001406314294 ;BESAMT     ; 130 ;09/12/24;FIRELINK        ;O ; 5 ;C ;Stefan     278       ;;;
    514145 ;276001273514145 ;BESAMT     ;  63 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
    514145 ;276001273514145 ;BESAMT     ; 112 ;29/11/24;NIGHTBLU.B      ;P ; 5 ;O ;Stefan     278       ;;;
    764905 ;276001406764905 ;BESAMT     ;  83 ;13/12/24;SLAVIA          ;O ; 4 ;O ;Annett     300       ;;;
    764905 ;276001406764905 ;BESAMT     ; 101 ;31/12/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
