"ID";"REG1";"Event";"DIM";"Date";"Remark";"R";"T";"B";"Technician";"ET Donor Dam";"ET Donor Reg";
     31642 ;276001406531642 ;BESAMT     ;  93 ;11/11/24;RIVARIDG        ;A ; 3 ;C ;Sjoerd     278       ;;;
     31665 ;276001406531665 ;BESAMT     ;  47 ;03/12/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     31675 ;276001406531675 ;BESAMT     ; 155 ;22/11/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     31675 ;276001406531675 ;BESAMT     ; 175 ;12/12/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     31683 ;276001406531683 ;BESAMT     ; 135 ;19/10/24;BRONTIDE        ;O ; 2 ;C ;S�ren      7         ;;;
     31683 ;276001406531683 ;BESAMT     ; 157 ;10/11/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     31683 ;276001406531683 ;BESAMT     ; 161 ;14/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     31683 ;276001406531683 ;BESAMT     ; 180 ;03/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     31683 ;276001406531683 ;BESAMT     ; 208 ;31/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     31692 ;276001406531692 ;BESAMT     ; 225 ;25/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     31710 ;276001406531710 ;BESAMT     ; 188 ;21/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     31710 ;276001406531710 ;BESAMT     ; 211 ;13/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     31710 ;276001406531710 ;BESAMT     ; 255 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     31714 ;276001406531714 ;BESAMT     ;  62 ;04/11/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     31714 ;276001406531714 ;BESAMT     ;  83 ;25/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     31714 ;276001406531714 ;BESAMT     ; 107 ;19/12/24;SLAVIA          ;P ; 3 ;C ;Sjoerd     278       ;;;
     31724 ;276001406531724 ;BESAMT     ;  56 ;03/11/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     31724 ;276001406531724 ;BESAMT     ;  79 ;26/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     31724 ;276001406531724 ;BESAMT     ; 104 ;21/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     31734 ;276001406531734 ;BESAMT     ;  82 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     31734 ;276001406531734 ;BESAMT     ; 101 ;18/12/24;SAMSON          ;P ; 4 ;C ;Annett     300       ;;;
     31735 ;276001406531735 ;BESAMT     ; 114 ;02/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     31735 ;276001406531735 ;BESAMT     ; 123 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     31735 ;276001406531735 ;BESAMT     ; 147 ;04/11/24;NIGHTBLU.B      ;O ; 5 ;S ;Stefan     278       ;;;
     31735 ;276001406531735 ;BESAMT     ; 200 ;27/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     31737 ;276001406531737 ;BESAMT     ;  73 ;25/10/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     31737 ;276001406531737 ;BESAMT     ;  98 ;19/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31737 ;276001406531737 ;BESAMT     ; 121 ;12/12/24;SAMSON          ;O ; 5 ;C ;Stefan     278       ;;;
     31744 ;276001406531744 ;BESAMT     ; 205 ;20/12/24;NIGHTBLU.B      ;P ; 3 ;O ;Sjoerd     278       ;;;
     31745 ;276001406531745 ;BESAMT     ;  63 ;31/10/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     31745 ;276001406531745 ;BESAMT     ;  85 ;22/11/24;RIVARIDG        ;P ; 4 ;C ;Annett     300       ;;;
     31746 ;276001406531746 ;BESAMT     ;  70 ;02/11/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     31746 ;276001406531746 ;BESAMT     ;  91 ;23/11/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     31748 ;276001406531748 ;BESAMT     ;  63 ;16/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     31756 ;276001406531756 ;BESAMT     ; 155 ;12/10/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     31756 ;276001406531756 ;BESAMT     ; 177 ;03/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     31756 ;276001406531756 ;BESAMT     ; 196 ;22/11/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     31760 ;276001406531760 ;BESAMT     ; 166 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;O ;Anne       224       ;;;
     31760 ;276001406531760 ;BESAMT     ; 206 ;25/12/24;NIGHTBLU.B      ;A ; 3 ;C ;Sjoerd     278       ;;;
     31761 ;276001406531761 ;BESAMT     ;  80 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;O ;Anne       224       ;;;
     31761 ;276001406531761 ;BESAMT     ; 122 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     31763 ;276001406531763 ;BESAMT     ; 114 ;25/10/24;NIGHTBLU.B      ;A ; 5 ;O ;Stefan     278       ;;;
     31764 ;276001406531764 ;BESAMT     ;  73 ;06/12/24;ZINGLER         ;P ; 4 ;O ;Annett     300       ;;;
     31765 ;276001406531765 ;BESAMT     ;  78 ;25/10/24;SLAVIA          ;O ; 4 ;O ;Annett     300       ;;;
     31765 ;276001406531765 ;BESAMT     ; 120 ;06/12/24;ZINGLER         ;O ; 4 ;O ;Annett     300       ;;;
     31765 ;276001406531765 ;BESAMT     ; 143 ;29/12/24;ZINGLER         ;P ; 2 ;C ;S�ren      7         ;;;
     31767 ;276001406531767 ;BESAMT     ;  67 ;13/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     31770 ;276001406531770 ;BESAMT     ;  70 ;27/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31770 ;276001406531770 ;BESAMT     ; 111 ;07/12/24;WAGYUVIA        ;P ; 3 ;C ;Sjoerd     278       ;;;
     31774 ;276001406531774 ;BESAMT     ; 124 ;08/11/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     31774 ;276001406531774 ;BESAMT     ; 148 ;02/12/24;RIVARIDG        ;O ; 4 ;C ;Annett     300       ;;;
     31774 ;276001406531774 ;BESAMT     ; 171 ;25/12/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     31775 ;276001406531775 ;BESAMT     ; 109 ;11/10/24;LIENONME        ;A ; 4 ;O ;Annett     300       ;;;
     31778 ;276001406531778 ;BESAMT     ;  76 ;22/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     31778 ;276001406531778 ;BESAMT     ; 104 ;20/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     31780 ;276001406531780 ;BESAMT     ;  97 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     31781 ;276001406531781 ;BESAMT     ;  56 ;30/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     31781 ;276001406531781 ;BESAMT     ;  81 ;24/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     31781 ;276001406531781 ;BESAMT     ; 105 ;18/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     31782 ;276001406531782 ;BESAMT     ; 110 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     31782 ;276001406531782 ;BESAMT     ; 132 ;30/11/24;ZINGLER         ;A ; 4 ;C ;Annett     300       ;;;
     31788 ;276001406531788 ;BESAMT     ; 133 ;11/10/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     31788 ;276001406531788 ;BESAMT     ; 189 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     31795 ;276001406531795 ;BESAMT     ;  72 ;02/11/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     31795 ;276001406531795 ;BESAMT     ; 102 ;02/12/24;FIRELINK        ;O ; 3 ;C ;Sjoerd     278       ;;;
     31795 ;276001406531795 ;BESAMT     ; 131 ;31/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31797 ;276001406531797 ;BESAMT     ; 100 ;04/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     31797 ;276001406531797 ;BESAMT     ; 122 ;26/10/24;SLAVIA          ;P ; 3 ;C ;Sjoerd     278       ;;;
     31803 ;276001406531803 ;BESAMT     ;  73 ;20/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     31806 ;276001406531806 ;BESAMT     ;  58 ;11/12/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     31806 ;276001406531806 ;BESAMT     ;  76 ;29/12/24;ZINGZANG        ;C ; 5 ;C ;Stefan     278       ;;;
     31809 ;276001406531809 ;BESAMT     ;  23 ;13/12/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     31810 ;276001406531810 ;BESAMT     ; 162 ;29/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31810 ;276001406531810 ;BESAMT     ; 181 ;17/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31815 ;276001406531815 ;BESAMT     ;  45 ;19/10/24;SLAVIA          ;O ; 2 ;G ;S�ren      7         ;;;
     31815 ;276001406531815 ;BESAMT     ;  67 ;10/11/24;SLAVIA          ;O ; 2 ;G ;S�ren      7         ;;;
     31815 ;276001406531815 ;BESAMT     ;  91 ;04/12/24;SLAVIA          ;P ; 4 ;C ;Annett     300       ;;;
     31816 ;276001406531816 ;BESAMT     ; 116 ;09/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     31816 ;276001406531816 ;BESAMT     ; 136 ;29/11/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     31816 ;276001406531816 ;BESAMT     ; 156 ;19/12/24;NIGHTBLU.B      ;C ; 4 ;C ;Annett     300       ;;;
     31816 ;276001406531816 ;BESAMT     ; 163 ;26/12/24;NIGHTBLU.B      ;C ; 2 ;C ;S�ren      7         ;;;
     31818 ;276001406531818 ;BESAMT     ;  65 ;02/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     31818 ;276001406531818 ;BESAMT     ;  97 ;04/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     31818 ;276001406531818 ;BESAMT     ; 118 ;25/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     31825 ;276001406531825 ;BESAMT     ;  46 ;25/11/24;ZINGLER         ;P ; 4 ;G ;Annett     300       ;;;
     31827 ;276001406531827 ;BESAMT     ;  76 ;20/12/24;NIGHTBLU.B      ;R ; 3 ;O ;Sjoerd     278       ;;;
     31827 ;276001406531827 ;BESAMT     ;  78 ;22/12/24;NIGHTBLU.B      ;A ; 3 ;C ;Sjoerd     278       ;;;
     35624 ;276001504335624 ;BESAMT     ; 396 ;25/10/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     35624 ;276001504335624 ;BESAMT     ; 445 ;13/12/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     35624 ;276001504335624 ;BESAMT     ; 457 ;25/12/24;NIGHTBLU.B      ;P ; 2 ;G ;S�ren      7         ;;;
     41041 ;276001270641041 ;BESAMT     ;  57 ;07/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     41041 ;276001270641041 ;BESAMT     ;  62 ;12/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     41041 ;276001270641041 ;BESAMT     ;  85 ;04/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     41041 ;276001270641041 ;BESAMT     ; 104 ;23/11/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     41041 ;276001270641041 ;BESAMT     ; 122 ;11/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     41045 ;276001270641045 ;BESAMT     ;  84 ;13/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     41057 ;276001270641057 ;BESAMT     ;  63 ;08/12/24;ZINGLER         ;P ; 3 ;C ;Sjoerd     278       ;;;
     41073 ;276001270641073 ;BESAMT     ;  84 ;06/12/24;FIRELINK        ;O ; 5 ;O ;Stefan     278       ;;;
     41093 ;276001270641093 ;BESAMT     ;  81 ;27/12/24;ZINGZANG        ;A ; 3 ;O ;Sjoerd     278       ;;;
     41102 ;276001270641102 ;BESAMT     ; 286 ;01/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     41102 ;276001270641102 ;BESAMT     ; 324 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     41102 ;276001270641102 ;BESAMT     ; 367 ;21/12/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     41115 ;276001270641115 ;BESAMT     ;  59 ;13/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     41168 ;276001270641168 ;BESAMT     ; 338 ;12/10/24;LIENONME        ;R ; 4 ;G ;Annett     300       ;;;
     41168 ;276001270641168 ;BESAMT     ; 339 ;13/10/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     41168 ;276001270641168 ;BESAMT     ; 357 ;31/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     41168 ;276001270641168 ;BESAMT     ; 377 ;20/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     41168 ;276001270641168 ;BESAMT     ; 398 ;11/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     41226 ;276001270641226 ;BESAMT     ; 195 ;17/10/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     41226 ;276001270641226 ;BESAMT     ; 242 ;03/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     41228 ;276001270641228 ;BESAMT     ; 178 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     41228 ;276001270641228 ;BESAMT     ; 204 ;04/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     41228 ;276001270641228 ;BESAMT     ; 229 ;29/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     41230 ;276001270641230 ;BESAMT     ;  76 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     41230 ;276001270641230 ;BESAMT     ;  99 ;29/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     41231 ;276001270641231 ;BESAMT     ;  67 ;15/10/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     41231 ;276001270641231 ;BESAMT     ;  87 ;04/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     41231 ;276001270641231 ;BESAMT     ; 109 ;26/11/24;ZINGLER         ;P ; 4 ;C ;Annett     300       ;;;
     41238 ;276001270641238 ;BESAMT     ;  85 ;13/12/24;SAMSON          ;O ; 3 ;O ;Sjoerd     278       ;;;
     41238 ;276001270641238 ;BESAMT     ; 103 ;31/12/24;ZINGZANG        ;O ; 5 ;C ;Stefan     278       ;;;
     42165 ;276001406342165 ;BESAMT     ; 253 ;09/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     42165 ;276001406342165 ;BESAMT     ; 272 ;28/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     42165 ;276001406342165 ;BESAMT     ; 293 ;18/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     42165 ;276001406342165 ;BESAMT     ; 335 ;30/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     45091 ;276001406345091 ;BESAMT     ;  38 ;21/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     45091 ;276001406345091 ;BESAMT     ;  77 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     45091 ;276001406345091 ;BESAMT     ;  98 ;20/12/24;NIGHTBLU.B      ;R ; 3 ;C ;Sjoerd     278       ;;;
     45091 ;276001406345091 ;BESAMT     ; 100 ;22/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     45753 ;276001272845753 ;BESAMT     ;  51 ;23/11/24;SLAVIA          ;P ; 4 ;G ;Annett     300       ;;;
     45758 ;276001272845758 ;BESAMT     ;  69 ;16/12/24;OPRY            ;P ; 4 ;C ;Annett     300       ;;;
     45768 ;276001272845768 ;BESAMT     ;  95 ;16/10/24;SLAVIA          ;O ; 2 ;G ;S�ren      7         ;;;
     45768 ;276001272845768 ;BESAMT     ; 146 ;06/12/24;RIVARIDG        ;O ; 4 ;O ;Annett     300       ;;;
     45768 ;276001272845768 ;BESAMT     ; 168 ;28/12/24;NIGHTBLU.B      ;P ; 2 ;C ;S�ren      7         ;;;
     45788 ;276001272845788 ;BESAMT     ;  63 ;17/12/24;SLAVIA          ;P ; 4 ;G ;Annett     300       ;;;
     45794 ;276001272845794 ;BESAMT     ;  62 ;28/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45794 ;276001272845794 ;BESAMT     ; 101 ;06/12/24;ZINGLER         ;P ; 4 ;O ;Annett     300       ;;;
     45801 ;276001272845801 ;BESAMT     ;  74 ;29/11/24;RIVARIDG        ;P ; 5 ;O ;Stefan     278       ;;;
     45811 ;276001272845811 ;BESAMT     ;  96 ;04/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     45811 ;276001272845811 ;BESAMT     ; 116 ;24/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     45813 ;276001272845813 ;BESAMT     ; 130 ;19/10/24;SLAVIA          ;P ; 2 ;G ;S�ren      7         ;;;
     45814 ;276001272845814 ;BESAMT     ;  53 ;05/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     45814 ;276001272845814 ;BESAMT     ;  75 ;27/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     45816 ;276001272845816 ;BESAMT     ;  81 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     45816 ;276001272845816 ;BESAMT     ; 102 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45816 ;276001272845816 ;BESAMT     ; 126 ;23/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     45818 ;276001272845818 ;BESAMT     ; 102 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     45818 ;276001272845818 ;BESAMT     ; 124 ;02/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     45818 ;276001272845818 ;BESAMT     ; 143 ;21/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45818 ;276001272845818 ;BESAMT     ; 167 ;15/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45820 ;276001272845820 ;BESAMT     ;  76 ;11/11/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     45820 ;276001272845820 ;BESAMT     ;  99 ;04/12/24;ZINGLER         ;O ; 4 ;C ;Annett     300       ;;;
     45820 ;276001272845820 ;BESAMT     ; 121 ;26/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     45823 ;276001272845823 ;BESAMT     ;  54 ;23/11/24;SLAVIA          ;O ; 4 ;G ;Annett     300       ;;;
     45823 ;276001272845823 ;BESAMT     ;  76 ;15/12/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     45827 ;276001272845827 ;BESAMT     ;  65 ;02/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     45827 ;276001272845827 ;BESAMT     ;  88 ;25/11/24;RIVARIDG        ;P ; 5 ;C ;Stefan     278       ;;;
     45839 ;276001272845839 ;BESAMT     ;  67 ;20/12/24;SAMSON          ;P ; 4 ;C ;Annett     300       ;;;
     45843 ;276001272845843 ;BESAMT     ;  74 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     45843 ;276001272845843 ;BESAMT     ;  93 ;27/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     45843 ;276001272845843 ;BESAMT     ; 114 ;18/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     45844 ;276001272845844 ;BESAMT     ;  61 ;15/10/24;BULL            ;E ; 0 ;- ;Tech# 0              ;;;
     45844 ;276001272845844 ;BESAMT     ;  92 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;O ;Anne       224       ;;;
     45846 ;276001272845846 ;BESAMT     ;  59 ;26/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     45846 ;276001272845846 ;BESAMT     ;  80 ;17/12/24;SAMSON          ;O ; 5 ;C ;Stefan     278       ;;;
     45849 ;276001272845849 ;BESAMT     ;  62 ;05/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45861 ;276001272845861 ;BESAMT     ;  87 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;O ;Anne       224       ;;;
     45861 ;276001272845861 ;BESAMT     ; 110 ;08/12/24;WAGYUMIX        ;O ; 3 ;C ;Sjoerd     278       ;;;
     45861 ;276001272845861 ;BESAMT     ; 133 ;31/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45865 ;276001272845865 ;BESAMT     ;  62 ;07/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     45865 ;276001272845865 ;BESAMT     ;  86 ;31/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     45865 ;276001272845865 ;BESAMT     ; 108 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45867 ;276001272845867 ;BESAMT     ; 110 ;06/12/24;ZINGLER         ;O ; 4 ;O ;Annett     300       ;;;
     45867 ;276001272845867 ;BESAMT     ; 132 ;28/12/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     45868 ;276001272845868 ;BESAMT     ;  64 ;19/12/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     45869 ;276001272845869 ;BESAMT     ;  72 ;18/10/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     45869 ;276001272845869 ;BESAMT     ; 121 ;06/12/24;FIRELINK        ;O ; 5 ;O ;Stefan     278       ;;;
     45873 ;276001272845873 ;BESAMT     ;  64 ;30/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     45873 ;276001272845873 ;BESAMT     ;  85 ;20/11/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     45873 ;276001272845873 ;BESAMT     ; 107 ;12/12/24;OPRY            ;O ; 4 ;C ;Annett     300       ;;;
     45878 ;276001272845878 ;BESAMT     ;  60 ;23/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45878 ;276001272845878 ;BESAMT     ;  82 ;15/12/24;OPRY            ;O ; 5 ;C ;Stefan     278       ;;;
     45879 ;276001272845879 ;BESAMT     ;  64 ;26/10/24;SLAVIA          ;O ; 3 ;C ;Sjoerd     278       ;;;
     45879 ;276001272845879 ;BESAMT     ;  84 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;C ;Anne       224       ;;;
     45879 ;276001272845879 ;BESAMT     ;  98 ;29/11/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     45879 ;276001272845879 ;BESAMT     ; 105 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45879 ;276001272845879 ;BESAMT     ; 127 ;28/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     45881 ;276001272845881 ;BESAMT     ;  83 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     45891 ;276001272845891 ;BESAMT     ;  64 ;04/12/24;ZINGLER         ;O ; 3 ;C ;Sjoerd     278       ;;;
     45891 ;276001272845891 ;BESAMT     ;  89 ;29/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     45892 ;276001272845892 ;BESAMT     ;  64 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45897 ;276001272845897 ;BESAMT     ;  69 ;28/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     45897 ;276001272845897 ;BESAMT     ;  92 ;20/11/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     45897 ;276001272845897 ;BESAMT     ; 115 ;13/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     45903 ;276001272845903 ;BESAMT     ;  47 ;11/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45904 ;276001272845904 ;BESAMT     ;  51 ;12/12/24;OPRY            ;O ; 4 ;C ;Annett     300       ;;;
     45906 ;276001272845906 ;BESAMT     ;  62 ;27/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     45916 ;276001272845916 ;BESAMT     ;  44 ;08/12/24;FIRELINK        ;O ; 3 ;C ;Sjoerd     278       ;;;
     45916 ;276001272845916 ;BESAMT     ;  67 ;31/12/24;ZINGZANG        ;O ; 5 ;C ;Stefan     278       ;;;
     45922 ;276001272845922 ;BESAMT     ;  53 ;20/12/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     45925 ;276001272845925 ;BESAMT     ;  83 ;27/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     45933 ;276001272845933 ;BESAMT     ;  57 ;13/11/24;NIGHTBLU.B      ;A ; 4 ;C ;Annett     300       ;;;
     45937 ;276001272845937 ;BESAMT     ; 118 ;09/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     45937 ;276001272845937 ;BESAMT     ; 139 ;30/11/24;ZINGLER         ;O ; 4 ;C ;Annett     300       ;;;
     45937 ;276001272845937 ;BESAMT     ; 159 ;20/12/24;ZINGLER         ;O ; 4 ;C ;Annett     300       ;;;
     45943 ;276001272845943 ;BESAMT     ;  80 ;20/12/24;NIGHTBLU.B      ;P ; 3 ;O ;Sjoerd     278       ;;;
     45945 ;276001272845945 ;BESAMT     ;  55 ;22/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     45949 ;276001272845949 ;BESAMT     ;  66 ;06/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     45949 ;276001272845949 ;BESAMT     ;  86 ;26/12/24;SLAVIA          ;O ; 3 ;C ;Sjoerd     278       ;;;
